812.20139261138,371.55785703659
489.85476774779,350.73573684692
431.68183833043,342.16373586655
399.44787657594,362.46511387825
377.35512303578,341.90035891533
360.85996861934,384.11588001251
348.79423178426,339.71885609627
339.62641005444,338.69730877876
330.13535216564,337.62759208679
324.65516704084,366.24684000015
317.08841713405,334.97857403755
310.82970928878,341.02108597755
306.19371425498,339.53776311874
302.54735184042,336.26952409744
298.22724195024,344.98662996292
293.27062493934,335.51902413368
290.14211136866,335.76273798943
284.89072083074,340.32562589645
282.26441103,338.11610817909
281.74346695255,337.4372420311
277.6746196817,339.3608880043
274.54349166267,339.02442598343
273.42925625131,341.00853490829
269.91944583724,335.88787484169
270.05552534644,338.03377485275
