
MLP hyperparams: eta=0.01, dhid=400, dwin=5, pretrainedembed=no
Valid Acc, Train Acc, Valid Loss, Train Loss, Time
88.605395727118,88.56120420833,0.39065792137165,0.39567648090972,137.42124986649
91.478514202476,91.497656316769,0.29018146824992,0.29040393126887,174.55446887016
92.853241077932,92.995685168506,0.24274889148418,0.23855796369742,146.14104104042
93.544397912115,93.832245312086,0.21851363103373,0.20918547423015,166.96592497826
94.356184753581,94.702771879307,0.19135562522354,0.17972467792499,148.78528881073
94.774975722263,95.241304047702,0.17510935927561,0.16085716732412,195.01406884193
95.060997815004,95.486519712578,0.16301811124901,0.14892262305502,188.59907197952
95.370538965768,95.916359325317,0.15217923056226,0.1352194481948,176.09638094902
95.582210487983,96.139222892055,0.14636444963148,0.12648487160835,137.76461100578
95.646698227725,96.30215215643,0.14189279745663,0.12066662516746,147.53866410255
95.791605972323,96.543752040725,0.1360919471256,0.11222771550618,165.10392379761
95.811331633892,96.55744817929,0.13458707498558,0.11023347626247,136.15207219124
95.843196164118,96.686520589131,0.13196289049734,0.1054182647354,136.29750013351
96.03969410051,96.924175985519,0.12605098860309,0.097952472401239,146.05737519264
96.08824957514,97.010406873928,0.12479449684909,0.095047890545054,142.21136403084
