
MLP eta=0.005: Valid Acc, Train Acc, Valid Loss, Train Loss, Time
76.44073197378,76.164116993511,0.79965256692944,0.8074467749747,111.76348209381
80.820587521243,80.780373104728,0.64720837904881,0.64792312459423,109.90304613113
83.655772032047,83.958205959245,0.55036841434332,0.54538902292509,110.03654098511
85.409079873756,85.864160602017,0.4931419403385,0.48187334366051,109.88004899025
86.689730517116,87.33282493267,0.45060897169041,0.43430888878492,110.08849096298
87.594834911386,88.350174105313,0.42038373280434,0.3999611076844,110.37828111649
88.295854576353,89.089765587849,0.3986950982997,0.37461881435758,110.23713803291
88.694919883467,89.671467985002,0.38210945126875,0.35397167791463,110.42017793655
89.050740470988,90.124097972314,0.36920185136576,0.33775358348157,110.56429004669
89.547675406652,90.630855099237,0.35568354589445,0.32194484778033,110.49573707581
89.643268997329,90.862374625548,0.34920443226902,0.31165014521894,110.9156370163
90.084061665453,91.2615348879,0.33762194461382,0.2982811361727,110.6365749836
90.300285263413,91.473331974676,0.33165320224907,0.28988877278402,110.72244215012
90.386016023307,91.772126933621,0.32647725560917,0.28110943549399,110.68691182137
90.59692886623,91.96442071908,0.31958230936339,0.27279379086759,110.90394711494
