
MLP eta=0.01: Valid Acc, Train Acc, Valid Loss, Train Loss, Time
80.69312940034,80.808532365619,0.65480637967993,0.65348231859619,112.20035195351
85.097262685118,85.505321771601,0.50451473113512,0.49251659582457,110.32000303268
87.027342801651,87.774936285563,0.43722560777703,0.41570417229117,110.40959906578
88.04321437242,88.965623787892,0.40321644135744,0.37374638311325,110.59725403786
88.791272153435,90.014967140224,0.37433293108544,0.33871707367341,110.94825005531
89.446012381646,90.724755825242,0.35535635892895,0.31511902110464,111.58713316917
89.921704297159,91.227568464257,0.3387741953472,0.29673455605212,111.15643405914
90.218347899976,91.697291232499,0.32967391495274,0.28129156382827,110.7596039772
90.406500364166,91.984362296831,0.32254748142229,0.27029719034685,110.8392791748
90.712248118475,92.33553128965,0.31341472904208,0.25807164695404,110.88229703903
90.803289633406,92.586334979061,0.30847791049588,0.24904768864473,110.73603487015
91.095381160476,92.798789480489,0.30275641639869,0.2414484107104,110.92452096939
91.253945132314,92.965553663662,0.29843185777127,0.23497815933871,110.89934706688
91.299465889779,93.145904416292,0.29560931759937,0.22899310510032,111.37686896324
91.322226268512,93.293713143691,0.29318240689126,0.2236132546729,111.49028301239
