
MLP eta=0.05: Valid Acc, Train Acc, Valid Loss, Train Loss, Time
86.515234280165,87.311787663833,0.44003944122393,0.41927538050564,114.75851392746
89.163783685361,90.26544212231,0.35915040626619,0.32206534745933,114.64859509468
90.472505462491,91.759197778815,0.31975142141611,0.27296995215427,114.90037608147
91.189457392571,92.632134866424,0.29888910547137,0.24252462183689,113.6737780571
91.734947802865,93.292179176172,0.28221084969655,0.21987529460953,111.58108401299
92.005796309784,93.765298586778,0.27091554273414,0.20395085601411,111.62484884262
92.233400097111,94.136737864673,0.26567717906081,0.19098466560464,111.44343686104
92.451141053654,94.467965279741,0.26165713873928,0.180178975693,111.61896777153
92.700746540422,94.805547703103,0.25332390885431,0.16819912302377,111.46375799179
92.784201262442,95.029835668251,0.25276620177662,0.1599647283652,111.59765505791
92.866897305171,95.374649652776,0.24595175289755,0.1487407542384,111.31240296364
93.07477543093,95.557410925793,0.24310671027425,0.14261308598811,111.35615491867
93.171127700898,95.817199282103,0.24073913192004,0.1342729434163,111.33759403229
93.256858460791,95.904635430705,0.24118858639309,0.12999304507742,111.26166582108
93.358521485798,96.152152046861,0.2393139905495,0.12269262136945,110.8804769516
