
MLP hyperparams: eta=0.02, dhid=300, dwin=5, pretrainedembed=no
Valid Acc, Train Acc, Valid Loss, Train Loss, Time
91.463340616655,91.513982113939,0.29004735065231,0.28983718099796,127.67103505135
93.656682447196,93.831587897435,0.21339184807383,0.20679519881066,120.27620005608
94.357702112163,94.756899018918,0.18860370889222,0.17388661217189,118.0683529377
95.175558387958,95.65339346486,0.15899340884304,0.14295398905412,119.41490483284
95.331846321923,95.872422112799,0.15073720312975,0.1325006686008,118.54442119598
95.661871813547,96.349705149529,0.13965780088806,0.11663641212088,119.01491594315
95.830298616169,96.591195464715,0.13482794543988,0.10828044101612,121.12969493866
95.834092012624,96.680822995488,0.13190494514985,0.10386513798217,121.89283514023
96.03286598689,97.008325060866,0.12589035042592,0.093763022962996,120.42346596718
96.11632070891,97.18462175648,0.12205676209512,0.087478029379869,120.44919776917
96.096595047342,97.271948335974,0.12329034564736,0.084302155730591,119.09235596657
96.123907501821,97.366725614847,0.12045995000225,0.08051655679067,118.88390493393
96.251365622724,97.587945644957,0.11684303861061,0.074487423383098,119.36348009109
96.279436756494,97.55354094488,0.11732459143051,0.073118298279823,120.47530221939
96.357580723477,97.788676251772,0.1156578451787,0.067268694519357,120.76294708252
