
MLP hyperparams: eta=0.01, dhid=400, dwin=5, pretrainedembed=no
Valid Acc, Train Acc, Valid Loss, Train Loss, Time
79.839615197864,79.779021021929,0.67557387377612,0.6781442343343,134.20042419434
85.039603058995,85.543123114042,0.50303217947803,0.48942909656793,139.20434212685
87.105486768633,88.022672039936,0.42938062113317,0.40368521607698,130.50890183449
88.546977421704,89.643966138763,0.38449596169286,0.34915701072149,130.42634487152
89.493050497694,90.886041552989,0.35457911925067,0.30891735658583,129.0081949234
90.000606943433,91.637466499245,0.3368890344989,0.2831089078283,416.16572213173
90.479333576111,92.256203255079,0.32064895334206,0.26097284992925,131.72268605232
90.866260014567,92.741046560297,0.30934477837977,0.24308472741307,129.22045707703
91.116624180626,93.216905198616,0.30010586596652,0.22753024789022,129.37782716751
91.197044185482,93.524794393568,0.29425413137982,0.21592492303649,130.20943403244
91.440580237922,93.857665345263,0.28940388489138,0.20533240982529,129.44831204414
91.652251760136,94.140791921689,0.285217316481,0.19505545226416,673.0091240406
91.514930808449,94.269535624204,0.28736874724631,0.1900798724354,132.32348203659
91.782744598203,94.603392697876,0.27925072492189,0.179081380006,131.52852797508
91.903374605487,94.814094093568,0.27704424323091,0.17151325284259,129.29822301865
