
MLP hyperparams: eta=0.05, dhid=300, dwin=5, pretrainedembed=no
Valid Acc, Train Acc, Valid Loss, Train Loss, Time
93.559571497936,93.909053257161,0.21275969462227,0.20284564560061,124.29127216339
95.113346686089,95.569025251297,0.15911926905917,0.14333138321874,120.93367195129
95.476754066521,96.175818974302,0.14306575237774,0.12079631798254,124.4937889576
95.74077445982,96.530822885919,0.13383777566375,0.10717837501707,122.39173102379
96.040452779801,96.996053320711,0.12495815736674,0.09255687221641,122.28080916405
96.158806749211,97.233818286208,0.12110736855102,0.084507433260296,121.2285349369
96.236950716193,97.446820633178,0.11844513155431,0.077376358897848,118.61781001091
96.291575625152,97.617310166041,0.1179852340723,0.071432411245921,119.02976894379
96.287023549405,97.644483304955,0.11776940799288,0.069427951045386,118.68561291695
96.217983733916,97.766433722742,0.12101742578271,0.06634363357838,118.82095098495
96.360615440641,98.031481396261,0.11682709241697,0.05773231726282,121.99284100533
96.356063364894,98.152445692071,0.11680973837451,0.053959517225513,123.52796792984
96.315853362467,98.194520229745,0.12153587979498,0.051968676261773,120.25873804092
96.352269968439,98.328742387686,0.12131038728332,0.048595220817466,119.3037340641
96.329509589706,98.375528397026,0.12320399441762,0.04689934099674,118.55704808235
