
MLP hyperparams: eta=0.01, dhid=300, dwin=5, pretrainedembed=no
Valid Acc, Train Acc, Valid Loss, Train Loss, Time
88.75257950959,88.638559998948,0.38731935289622,0.39229902052988,123.6064620018
91.637836853605,91.697291232499,0.28438354666472,0.28367260678381,120.29044389725
92.99814882253,93.081368211372,0.23775455642372,0.23480576728794,119.01197099686
93.818281136198,94.070777261342,0.2082128022846,0.20068309165323,118.05992984772
94.377427773731,94.694006350626,0.18916629100661,0.17876334359771,118.12066483498
94.74538722991,95.184985525921,0.17646991316076,0.1628822251956,118.00473403931
95.113346686089,95.58809027618,0.16199949357619,0.14727420246208,121.92005705833
95.198318766691,95.744993239586,0.15784731133931,0.13995881611878,124.35404706001
95.417577081816,96.007959100043,0.14804873384664,0.13024665763705,117.85616493225
95.496479728089,96.102298102482,0.14385152918043,0.12523409942101,118.43129014969
95.724083515416,96.44612596503,0.13651998731653,0.11466285191795,118.9015109539
95.806779558145,96.573554838243,0.1335696462099,0.11018320195707,120.01212716103
95.912994658898,96.706133459557,0.13075897606639,0.10582603003175,124.63686394691
95.962308812819,96.83432931653,0.12882488743087,0.10158715138085,122.92537212372
95.978241077932,96.927353489667,0.12591965274212,0.097588996591519,122.79270815849
